OrderID,OrderDate,ProductID,RegionID,CustomerID,Quantity,UnitPrice,Discount,SalesAmount,COGS,Profit
SO02950,2023-06-16,P012,R02,C0045,2,49.00,0.20,78.40,28.00,50.40
SO03306,2023-06-16,P012,R05,C0024,3,49.00,0.10,132.30,42.00,90.30
SO03560,2023-06-16,P019,R03,C0180,2,79.00,0.00,158.00,48.00,110.00
SO00354,2023-06-17,P013,R05,C0069,2,329.00,0.00,658.00,220.00,438.00
SO02612,2023-06-17,P003,R06,C0086,8,1199.00,0.00,9592.00,5120.00,4472.00
SO03057,2023-06-17,P005,R04,C0148,2,89.00,0.00,178.00,56.00,122.00
SO03412,2023-06-17,P015,R08,C0094,3,119.00,0.00,357.00,114.00,243.00
SO03499,2023-06-17,P015,R04,C0060,2,119.00,0.10,214.20,76.00,138.20
SO03823,2023-06-17,P003,R05,C0086,2,1199.00,0.00,2398.00,1280.00,1118.00
SO03946,2023-06-17,P006,R02,C0051,1,179.00,0.05,170.05,55.00,115.05
SO00024,2023-06-18,P005,R03,C0174,2,89.00,0.00,178.00,56.00,122.00
SO00790,2023-06-18,P009,R07,C0167,2,99.00,0.15,168.30,68.00,100.30
SO01110,2023-06-18,P020,R01,C0013,4,29.00,0.20,92.80,32.00,60.80
SO01577,2023-06-18,P018,R04,C0108,1,89.00,0.00,89.00,28.00,61.00
SO02263,2023-06-18,P012,R04,C0164,5,49.00,0.00,245.00,70.00,175.00
SO02371,2023-06-18,P011,R07,C0145,3,39.00,0.20,93.60,36.00,57.60
SO02676,2023-06-18,P003,R06,C0135,2,1199.00,0.10,2158.20,1280.00,878.20
SO02852,2023-06-18,P007,R05,C0045,5,129.00,0.00,645.00,210.00,435.00
SO03302,2023-06-18,P005,R04,C0136,1,89.00,0.10,80.10,28.00,52.10
SO00196,2023-06-19,P011,R06,C0132,1,39.00,0.05,37.05,12.00,25.05
SO01327,2023-06-19,P010,R04,C0176,2,69.00,0.05,131.10,44.00,87.10
SO01430,2023-06-19,P018,R01,C0110,8,89.00,0.00,712.00,224.00,488.00
SO02378,2023-06-19,P018,R06,C0102,3,89.00,0.00,267.00,84.00,183.00
SO00084,2023-06-20,P011,R08,C0061,2,39.00,0.00,78.00,24.00,54.00
SO01062,2023-06-20,P005,R04,C0077,2,89.00,0.10,160.20,56.00,104.20
SO00526,2023-06-21,P005,R06,C0015,5,89.00,0.00,445.00,140.00,305.00
SO00615,2023-06-21,P001,R03,C0080,2,699.00,0.00,1398.00,640.00,758.00
SO00722,2023-06-21,P010,R06,C0146,1,69.00,0.00,69.00,22.00,47.00
SO00724,2023-06-21,P003,R05,C0033,1,1199.00,0.20,959.20,640.00,319.20
SO01404,2023-06-21,P013,R03,C0037,1,329.00,0.00,329.00,110.00,219.00
SO03196,2023-06-21,P004,R01,C0152,5,1899.00,0.15,8070.75,4900.00,3170.75
SO03915,2023-06-21,P001,R01,C0041,12,699.00,0.05,7968.60,3840.00,4128.60
SO01488,2023-06-22,P009,R05,C0057,2,99.00,0.10,178.20,68.00,110.20
SO02067,2023-06-22,P014,R07,C0062,2,499.00,0.05,948.10,360.00,588.10
SO02350,2023-06-22,P016,R07,C0036,4,95.00,0.10,342.00,120.00,222.00
SO02845,2023-06-22,P008,R04,C0168,1,299.00,0.00,299.00,95.00,204.00
SO02877,2023-06-22,P003,R06,C0154,4,1199.00,0.00,4796.00,2560.00,2236.00
SO00812,2023-06-23,P001,R07,C0176,5,699.00,0.15,2970.75,1600.00,1370.75
SO01953,2023-06-23,P014,R05,C0002,3,499.00,0.05,1422.15,540.00,882.15
SO03137,2023-06-23,P020,R04,C0130,5,29.00,0.00,145.00,40.00,105.00
SO00449,2023-06-24,P003,R04,C0109,4,1199.00,0.00,4796.00,2560.00,2236.00
SO01634,2023-06-24,P020,R01,C0150,1,29.00,0.10,26.10,8.00,18.10
SO01740,2023-06-24,P006,R02,C0043,1,179.00,0.05,170.05,55.00,115.05
SO02311,2023-06-24,P010,R08,C0054,3,69.00,0.00,207.00,66.00,141.00
SO03257,2023-06-24,P009,R05,C0142,4,99.00,0.05,376.20,136.00,240.20
SO00535,2023-06-25,P015,R04,C0005,1,119.00,0.20,95.20,38.00,57.20
SO01536,2023-06-25,P006,R06,C0154,2,179.00,0.20,286.40,110.00,176.40
SO02188,2023-06-25,P013,R01,C0080,3,329.00,0.00,987.00,330.00,657.00
SO02266,2023-06-25,P002,R01,C0129,1,399.00,0.05,379.05,180.00,199.05
SO02375,2023-06-25,P020,R02,C0040,2,29.00,0.00,58.00,16.00,42.00
SO02695,2023-06-25,P018,R04,C0067,1,89.00,0.00,89.00,28.00,61.00
SO02753,2023-06-25,P009,R05,C0087,3,99.00,0.10,267.30,102.00,165.30
SO03099,2023-06-25,P002,R05,C0015,3,399.00,0.05,1137.15,540.00,597.15
SO03260,2023-06-25,P011,R06,C0124,2,39.00,0.10,70.20,24.00,46.20
SO02340,2023-06-26,P012,R05,C0151,1,49.00,0.00,49.00,14.00,35.00
SO03110,2023-06-26,P018,R08,C0074,2,89.00,0.10,160.20,56.00,104.20
SO00075,2023-06-27,P001,R07,C0077,5,699.00,0.05,3320.25,1600.00,1720.25
SO00727,2023-06-27,P017,R04,C0115,2,199.00,0.00,398.00,130.00,268.00
SO00826,2023-06-27,P012,R01,C0095,1,49.00,0.00,49.00,14.00,35.00
SO00984,2023-06-27,P002,R04,C0110,3,399.00,0.05,1137.15,540.00,597.15
SO02420,2023-06-27,P007,R02,C0029,3,129.00,0.05,367.65,126.00,241.65
SO02465,2023-06-27,P018,R08,C0139,1,89.00,0.15,75.65,28.00,47.65
SO02779,2023-06-27,P005,R01,C0088,1,89.00,0.10,80.10,28.00,52.10
SO01243,2023-06-28,P013,R02,C0125,8,329.00,0.00,2632.00,880.00,1752.00
SO01464,2023-06-28,P020,R04,C0124,1,29.00,0.20,23.20,8.00,15.20
SO02593,2023-06-28,P016,R06,C0151,1,95.00,0.10,85.50,30.00,55.50
SO03465,2023-06-28,P019,R06,C0072,1,79.00,0.00,79.00,24.00,55.00
SO03475,2023-06-28,P012,R03,C0173,2,49.00,0.00,98.00,28.00,70.00
SO01594,2023-06-29,P020,R05,C0112,2,29.00,0.05,55.10,16.00,39.10
SO02022,2023-06-29,P015,R01,C0156,1,119.00,0.00,119.00,38.00,81.00
SO02726,2023-06-29,P020,R02,C0017,1,29.00,0.20,23.20,8.00,15.20
SO00926,2023-06-30,P005,R03,C0004,1,89.00,0.10,80.10,28.00,52.10
SO01284,2023-06-30,P009,R07,C0164,5,99.00,0.00,495.00,170.00,325.00
SO01968,2023-06-30,P018,R07,C0107,2,89.00,0.00,178.00,56.00,122.00
SO02826,2023-06-30,P011,R06,C0070,8,39.00,0.00,312.00,96.00,216.00
SO02995,2023-07-01,P020,R01,C0169,2,29.00,0.10,52.20,16.00,36.20
SO03113,2023-07-01,P020,R01,C0161,1,29.00,0.00,29.00,8.00,21.00
SO03593,2023-07-01,P011,R01,C0004,4,39.00,0.20,124.80,48.00,76.80
SO03924,2023-07-01,P008,R06,C0161,2,299.00,0.00,598.00,190.00,408.00
SO02515,2023-07-02,P002,R06,C0001,5,399.00,0.00,1995.00,900.00,1095.00
SO02592,2023-07-02,P004,R04,C0136,2,1899.00,0.15,3228.30,1960.00,1268.30
SO00714,2023-07-03,P012,R02,C0069,1,49.00,0.00,49.00,14.00,35.00
SO00869,2023-07-03,P012,R04,C0081,3,49.00,0.10,132.30,42.00,90.30
SO01605,2023-07-03,P008,R06,C0132,1,299.00,0.00,299.00,95.00,204.00
SO02077,2023-07-03,P007,R07,C0115,3,129.00,0.00,387.00,126.00,261.00
SO03340,2023-07-03,P001,R01,C0169,2,699.00,0.00,1398.00,640.00,758.00
SO03603,2023-07-03,P002,R05,C0001,2,399.00,0.00,798.00,360.00,438.00
SO00382,2023-07-04,P002,R02,C0016,2,399.00,0.10,718.20,360.00,358.20
SO00384,2023-07-04,P017,R08,C0147,1,199.00,0.00,199.00,65.00,134.00
SO00645,2023-07-04,P009,R06,C0027,1,99.00,0.00,99.00,34.00,65.00
SO02357,2023-07-04,P002,R05,C0083,2,399.00,0.05,758.10,360.00,398.10
SO01075,2023-07-05,P002,R03,C0066,2,399.00,0.05,758.10,360.00,398.10
SO01471,2023-07-05,P018,R08,C0085,4,89.00,0.00,356.00,112.00,244.00
SO03647,2023-07-05,P012,R04,C0067,2,49.00,0.20,78.40,28.00,50.40
SO03861,2023-07-05,P019,R05,C0176,1,79.00,0.05,75.05,24.00,51.05
SO00478,2023-07-06,P006,R06,C0093,3,179.00,0.00,537.00,165.00,372.00
SO03721,2023-07-06,P019,R05,C0065,1,79.00,0.10,71.10,24.00,47.10
SO00543,2023-07-07,P003,R08,C0137,1,1199.00,0.00,1199.00,640.00,559.00
SO02207,2023-07-07,P014,R04,C0106,1,499.00,0.05,474.05,180.00,294.05
SO01232,2023-07-08,P004,R01,C0117,1,1899.00,0.05,1804.05,980.00,824.05
SO02380,2023-07-08,P006,R05,C0132,3,179.00,0.05,510.15,165.00,345.15
SO02943,2023-07-08,P011,R03,C0067,1,39.00,0.00,39.00,12.00,27.00
SO03853,2023-07-08,P002,R04,C0056,1,399.00,0.00,399.00,180.00,219.00
SO00253,2023-07-09,P005,R06,C0041,4,89.00,0.00,356.00,112.00,244.00
SO00390,2023-07-09,P001,R04,C0164,1,699.00,0.05,664.05,320.00,344.05
SO03372,2023-07-09,P010,R08,C0053,2,69.00,0.20,110.40,44.00,66.40
SO00681,2023-07-10,P009,R04,C0170,3,99.00,0.05,282.15,102.00,180.15
SO02282,2023-07-10,P014,R07,C0042,3,499.00,0.20,1197.60,540.00,657.60
SO02937,2023-07-10,P007,R02,C0151,2,129.00,0.00,258.00,84.00,174.00
SO03520,2023-07-10,P018,R04,C0022,3,89.00,0.15,226.95,84.00,142.95
SO03830,2023-07-10,P005,R01,C0095,8,89.00,0.00,712.00,224.00,488.00
SO00127,2023-07-11,P012,R04,C0137,2,49.00,0.15,83.30,28.00,55.30
SO00613,2023-07-11,P010,R07,C0103,1,69.00,0.15,58.65,22.00,36.65
SO01380,2023-07-11,P018,R05,C0093,1,89.00,0.00,89.00,28.00,61.00
SO01569,2023-07-11,P008,R08,C0130,4,299.00,0.00,1196.00,380.00,816.00
SO01827,2023-07-11,P016,R05,C0081,3,95.00,0.15,242.25,90.00,152.25
SO02083,2023-07-12,P010,R02,C0020,1,69.00,0.05,65.55,22.00,43.55
SO02867,2023-07-12,P019,R06,C0023,12,79.00,0.00,948.00,288.00,660.00
SO03326,2023-07-12,P018,R06,C0108,5,89.00,0.00,445.00,140.00,305.00
SO03530,2023-07-12,P006,R04,C0150,4,179.00,0.20,572.80,220.00,352.80
SO03544,2023-07-12,P016,R04,C0004,1,95.00,0.00,95.00,30.00,65.00
SO00388,2023-07-13,P002,R02,C0085,1,399.00,0.05,379.05,180.00,199.05
SO01416,2023-07-13,P011,R08,C0084,2,39.00,0.10,70.20,24.00,46.20
SO02643,2023-07-13,P007,R06,C0036,1,129.00,0.10,116.10,42.00,74.10
SO02775,2023-07-13,P003,R01,C0008,3,1199.00,0.05,3417.15,1920.00,1497.15
SO03362,2023-07-13,P008,R02,C0127,3,299.00,0.00,897.00,285.00,612.00
SO03455,2023-07-13,P016,R08,C0075,1,95.00,0.05,90.25,30.00,60.25
SO00167,2023-07-14,P004,R08,C0040,1,1899.00,0.00,1899.00,980.00,919.00
SO02257,2023-07-14,P018,R07,C0045,1,89.00,0.00,89.00,28.00,61.00
SO02557,2023-07-14,P009,R01,C0144,2,99.00,0.10,178.20,68.00,110.20
SO02692,2023-07-14,P007,R01,C0092,2,129.00,0.20,206.40,84.00,122.40
SO03432,2023-07-14,P011,R07,C0113,1,39.00,0.10,35.10,12.00,23.10
SO03796,2023-07-14,P014,R04,C0004,1,499.00,0.00,499.00,180.00,319.00
SO03929,2023-07-14,P002,R04,C0168,2,399.00,0.15,678.30,360.00,318.30
SO01370,2023-07-15,P001,R06,C0025,1,699.00,0.00,699.00,320.00,379.00
SO01586,2023-07-15,P018,R05,C0040,1,89.00,0.00,89.00,28.00,61.00
SO01710,2023-07-15,P007,R03,C0063,12,129.00,0.10,1393.20,504.00,889.20
SO01897,2023-07-15,P014,R08,C0057,1,499.00,0.05,474.05,180.00,294.05
SO02705,2023-07-15,P018,R01,C0102,1,89.00,0.00,89.00,28.00,61.00
SO03079,2023-07-15,P005,R01,C0128,3,89.00,0.15,226.95,84.00,142.95
SO03338,2023-07-15,P001,R07,C0150,1,699.00,0.15,594.15,320.00,274.15
SO03607,2023-07-15,P003,R05,C0104,2,1199.00,0.10,2158.20,1280.00,878.20
SO03741,2023-07-15,P015,R07,C0096,2,119.00,0.00,238.00,76.00,162.00
SO00096,2023-07-16,P014,R07,C0067,3,499.00,0.00,1497.00,540.00,957.00
SO02598,2023-07-16,P018,R01,C0039,1,89.00,0.00,89.00,28.00,61.00
SO03218,2023-07-16,P013,R04,C0119,12,329.00,0.00,3948.00,1320.00,2628.00
SO03961,2023-07-16,P011,R06,C0076,2,39.00,0.00,78.00,24.00,54.00
SO00549,2023-07-17,P011,R04,C0137,1,39.00,0.05,37.05,12.00,25.05
SO01358,2023-07-17,P006,R03,C0158,5,179.00,0.00,895.00,275.00,620.00
SO01492,2023-07-17,P018,R06,C0015,1,89.00,0.20,71.20,28.00,43.20
SO01952,2023-07-17,P010,R06,C0153,2,69.00,0.10,124.20,44.00,80.20
SO02570,2023-07-17,P002,R08,C0154,3,399.00,0.00,1197.00,540.00,657.00
SO00359,2023-07-18,P007,R08,C0124,2,129.00,0.00,258.00,84.00,174.00
SO01817,2023-07-18,P012,R01,C0108,2,49.00,0.15,83.30,28.00,55.30
SO02650,2023-07-18,P019,R07,C0147,1,79.00,0.05,75.05,24.00,51.05
SO02698,2023-07-18,P003,R01,C0155,8,1199.00,0.05,9112.40,5120.00,3992.40
SO01690,2023-07-19,P016,R05,C0097,1,95.00,0.20,76.00,30.00,46.00
SO02048,2023-07-19,P004,R03,C0071,4,1899.00,0.00,7596.00,3920.00,3676.00
SO02057,2023-07-19,P009,R02,C0087,1,99.00,0.00,99.00,34.00,65.00
SO02407,2023-07-19,P007,R01,C0113,1,129.00,0.15,109.65,42.00,67.65
SO02541,2023-07-19,P018,R01,C0054,2,89.00,0.15,151.30,56.00,95.30
SO02838,2023-07-19,P007,R01,C0041,3,129.00,0.05,367.65,126.00,241.65
SO03765,2023-07-19,P010,R08,C0179,1,69.00,0.00,69.00,22.00,47.00
SO03770,2023-07-19,P019,R07,C0125,3,79.00,0.00,237.00,72.00,165.00
SO03888,2023-07-19,P009,R02,C0160,1,99.00,0.05,94.05,34.00,60.05
SO00431,2023-07-20,P005,R08,C0058,1,89.00,0.15,75.65,28.00,47.65
SO00813,2023-07-20,P002,R08,C0062,2,399.00,0.00,798.00,360.00,438.00
SO01115,2023-07-20,P002,R07,C0123,1,399.00,0.00,399.00,180.00,219.00
SO02013,2023-07-20,P012,R02,C0157,3,49.00,0.05,139.65,42.00,97.65
SO03328,2023-07-20,P014,R05,C0043,3,499.00,0.00,1497.00,540.00,957.00
SO03658,2023-07-20,P007,R07,C0104,5,129.00,0.00,645.00,210.00,435.00
SO00774,2023-07-21,P009,R02,C0129,5,99.00,0.10,445.50,170.00,275.50
SO02210,2023-07-21,P002,R01,C0171,5,399.00,0.10,1795.50,900.00,895.50
SO02235,2023-07-21,P001,R02,C0179,5,699.00,0.00,3495.00,1600.00,1895.00
SO03240,2023-07-21,P001,R07,C0090,1,699.00,0.00,699.00,320.00,379.00
SO00950,2023-07-22,P003,R04,C0121,3,1199.00,0.20,2877.60,1920.00,957.60
SO01607,2023-07-22,P007,R07,C0139,3,129.00,0.15,328.95,126.00,202.95
SO02011,2023-07-22,P020,R02,C0125,3,29.00,0.00,87.00,24.00,63.00
SO02448,2023-07-22,P012,R05,C0082,2,49.00,0.00,98.00,28.00,70.00
SO02890,2023-07-22,P012,R08,C0153,1,49.00,0.10,44.10,14.00,30.10
SO03776,2023-07-22,P002,R07,C0100,4,399.00,0.05,1516.20,720.00,796.20
SO03806,2023-07-22,P016,R02,C0090,1,95.00,0.00,95.00,30.00,65.00
SO00085,2023-07-23,P003,R07,C0161,1,1199.00,0.05,1139.05,640.00,499.05
SO00701,2023-07-23,P011,R03,C0163,3,39.00,0.00,117.00,36.00,81.00
SO00913,2023-07-23,P018,R05,C0107,4,89.00,0.00,356.00,112.00,244.00
SO01074,2023-07-23,P008,R03,C0026,2,299.00,0.05,568.10,190.00,378.10
SO01195,2023-07-23,P002,R06,C0166,2,399.00,0.00,798.00,360.00,438.00
SO01456,2023-07-23,P002,R02,C0178,12,399.00,0.00,4788.00,2160.00,2628.00
SO01535,2023-07-23,P014,R02,C0045,2,499.00,0.00,998.00,360.00,638.00
SO02740,2023-07-23,P005,R08,C0154,1,89.00,0.10,80.10,28.00,52.10
SO03348,2023-07-23,P007,R01,C0060,1,129.00,0.05,122.55,42.00,80.55
SO03479,2023-07-23,P014,R06,C0132,1,499.00,0.05,474.05,180.00,294.05
SO03964,2023-07-23,P020,R02,C0107,8,29.00,0.10,208.80,64.00,144.80
SO00040,2023-07-24,P019,R01,C0151,4,79.00,0.00,316.00,96.00,220.00
SO00363,2023-07-24,P006,R02,C0167,2,179.00,0.05,340.10,110.00,230.10
SO01088,2023-07-24,P010,R01,C0163,1,69.00,0.05,65.55,22.00,43.55
SO01674,2023-07-24,P012,R06,C0049,1,49.00,0.05,46.55,14.00,32.55
SO02596,2023-07-24,P006,R01,C0076,1,179.00,0.10,161.10,55.00,106.10
SO02713,2023-07-24,P007,R02,C0178,5,129.00,0.00,645.00,210.00,435.00
SO02807,2023-07-24,P004,R07,C0124,1,1899.00,0.10,1709.10,980.00,729.10
SO02909,2023-07-25,P013,R06,C0105,1,329.00,0.00,329.00,110.00,219.00
SO03056,2023-07-25,P015,R06,C0012,1,119.00,0.05,113.05,38.00,75.05
SO03632,2023-07-25,P014,R07,C0169,2,499.00,0.05,948.10,360.00,588.10
SO00309,2023-07-26,P005,R04,C0027,4,89.00,0.15,302.60,112.00,190.60
SO00525,2023-07-26,P003,R07,C0080,1,1199.00,0.00,1199.00,640.00,559.00
SO02342,2023-07-26,P012,R05,C0048,4,49.00,0.05,186.20,56.00,130.20
SO03197,2023-07-26,P012,R06,C0110,8,49.00,0.00,392.00,112.00,280.00
SO00365,2023-07-27,P007,R08,C0129,2,129.00,0.10,232.20,84.00,148.20
SO00970,2023-07-27,P001,R06,C0041,2,699.00,0.10,1258.20,640.00,618.20
SO01079,2023-07-27,P005,R06,C0100,1,89.00,0.00,89.00,28.00,61.00
SO03024,2023-07-27,P012,R08,C0069,2,49.00,0.15,83.30,28.00,55.30
SO02128,2023-07-28,P016,R08,C0061,2,95.00,0.20,152.00,60.00,92.00
SO02157,2023-07-28,P018,R01,C0012,1,89.00,0.05,84.55,28.00,56.55
SO03793,2023-07-28,P008,R02,C0079,2,299.00,0.00,598.00,190.00,408.00
SO00028,2023-07-29,P020,R04,C0117,4,29.00,0.10,104.40,32.00,72.40
SO01231,2023-07-29,P001,R02,C0113,4,699.00,0.00,2796.00,1280.00,1516.00
SO01969,2023-07-29,P018,R02,C0172,3,89.00,0.15,226.95,84.00,142.95
SO02104,2023-07-29,P014,R02,C0169,1,499.00,0.00,499.00,180.00,319.00
SO02984,2023-07-29,P004,R04,C0091,1,1899.00,0.05,1804.05,980.00,824.05
SO00424,2023-07-30,P005,R02,C0051,5,89.00,0.05,422.75,140.00,282.75
SO01360,2023-07-30,P016,R05,C0102,1,95.00,0.00,95.00,30.00,65.00
SO01395,2023-07-30,P011,R04,C0118,1,39.00,0.15,33.15,12.00,21.15
SO01615,2023-07-30,P003,R08,C0175,4,1199.00,0.15,4076.60,2560.00,1516.60
SO02438,2023-07-30,P006,R03,C0121,4,179.00,0.05,680.20,220.00,460.20
SO02767,2023-07-30,P008,R08,C0051,1,299.00,0.05,284.05,95.00,189.05
SO02908,2023-07-30,P011,R03,C0020,1,39.00,0.00,39.00,12.00,27.00
SO03421,2023-07-30,P006,R03,C0120,1,179.00,0.00,179.00,55.00,124.00
SO02535,2023-07-31,P002,R01,C0152,1,399.00,0.00,399.00,180.00,219.00
SO03139,2023-07-31,P004,R07,C0069,2,1899.00,0.05,3608.10,1960.00,1648.10
SO00332,2023-08-01,P004,R04,C0131,2,1899.00,0.00,3798.00,1960.00,1838.00
SO00784,2023-08-01,P002,R01,C0132,4,399.00,0.00,1596.00,720.00,876.00
SO01506,2023-08-01,P004,R02,C0142,3,1899.00,0.10,5127.30,2940.00,2187.30
SO03800,2023-08-01,P017,R02,C0053,2,199.00,0.00,398.00,130.00,268.00
SO00519,2023-08-02,P016,R05,C0148,1,95.00,0.15,80.75,30.00,50.75
SO01355,2023-08-02,P003,R04,C0049,1,1199.00,0.00,1199.00,640.00,559.00
SO01896,2023-08-02,P003,R01,C0052,1,1199.00,0.00,1199.00,640.00,559.00
SO02850,2023-08-02,P007,R05,C0066,8,129.00,0.20,825.60,336.00,489.60
SO00328,2023-08-03,P019,R02,C0134,1,79.00,0.00,79.00,24.00,55.00
SO00544,2023-08-03,P015,R03,C0158,3,119.00,0.00,357.00,114.00,243.00
SO00557,2023-08-03,P006,R03,C0154,8,179.00,0.15,1217.20,440.00,777.20
SO00839,2023-08-03,P010,R01,C0041,4,69.00,0.05,262.20,88.00,174.20
SO01230,2023-08-03,P005,R06,C0164,1,89.00,0.05,84.55,28.00,56.55
SO01973,2023-08-03,P009,R06,C0074,1,99.00,0.00,99.00,34.00,65.00
SO02097,2023-08-03,P016,R08,C0052,1,95.00,0.00,95.00,30.00,65.00
SO02928,2023-08-03,P007,R04,C0117,2,129.00,0.15,219.30,84.00,135.30
SO02939,2023-08-03,P020,R02,C0036,8,29.00,0.00,232.00,64.00,168.00
SO03016,2023-08-03,P003,R03,C0073,1,1199.00,0.15,1019.15,640.00,379.15
SO03066,2023-08-03,P018,R04,C0063,5,89.00,0.05,422.75,140.00,282.75
SO03214,2023-08-03,P010,R05,C0096,3,69.00,0.05,196.65,66.00,130.65
SO03700,2023-08-03,P002,R01,C0161,3,399.00,0.00,1197.00,540.00,657.00
SO00620,2023-08-04,P019,R02,C0069,3,79.00,0.00,237.00,72.00,165.00
SO02414,2023-08-04,P020,R08,C0091,2,29.00,0.05,55.10,16.00,39.10
SO02530,2023-08-04,P017,R02,C0049,1,199.00,0.10,179.10,65.00,114.10
SO03192,2023-08-04,P014,R04,C0069,1,499.00,0.00,499.00,180.00,319.00
SO03303,2023-08-04,P004,R01,C0049,8,1899.00,0.00,15192.00,7840.00,7352.00
SO03374,2023-08-04,P011,R05,C0084,1,39.00,0.00,39.00,12.00,27.00
SO03678,2023-08-04,P007,R06,C0159,1,129.00,0.15,109.65,42.00,67.65
SO00046,2023-08-05,P005,R01,C0009,4,89.00,0.00,356.00,112.00,244.00
SO00117,2023-08-05,P017,R05,C0008,1,199.00,0.00,199.00,65.00,134.00
SO01665,2023-08-05,P017,R08,C0154,8,199.00,0.00,1592.00,520.00,1072.00
SO02039,2023-08-05,P016,R08,C0001,2,95.00,0.05,180.50,60.00,120.50
SO02384,2023-08-05,P015,R06,C0105,2,119.00,0.00,238.00,76.00,162.00
SO03181,2023-08-05,P013,R08,C0093,1,329.00,0.00,329.00,110.00,219.00
SO00047,2023-08-06,P002,R01,C0061,1,399.00,0.10,359.10,180.00,179.10
SO00472,2023-08-06,P004,R08,C0029,3,1899.00,0.05,5412.15,2940.00,2472.15
SO00656,2023-08-06,P015,R03,C0138,2,119.00,0.00,238.00,76.00,162.00
SO00762,2023-08-06,P016,R06,C0137,12,95.00,0.15,969.00,360.00,609.00
SO00873,2023-08-06,P004,R02,C0111,4,1899.00,0.20,6076.80,3920.00,2156.80
SO01002,2023-08-06,P009,R07,C0044,2,99.00,0.00,198.00,68.00,130.00
SO01064,2023-08-06,P005,R03,C0012,2,89.00,0.00,178.00,56.00,122.00
SO01517,2023-08-06,P005,R05,C0045,1,89.00,0.15,75.65,28.00,47.65
SO01989,2023-08-06,P020,R07,C0158,1,29.00,0.00,29.00,8.00,21.00
SO02249,2023-08-06,P002,R04,C0166,2,399.00,0.10,718.20,360.00,358.20
SO02652,2023-08-06,P002,R02,C0166,3,399.00,0.00,1197.00,540.00,657.00
SO02861,2023-08-06,P004,R02,C0046,3,1899.00,0.00,5697.00,2940.00,2757.00
SO03857,2023-08-06,P007,R05,C0023,3,129.00,0.00,387.00,126.00,261.00
SO00190,2023-08-07,P020,R02,C0173,2,29.00,0.05,55.10,16.00,39.10
SO00639,2023-08-07,P018,R02,C0005,1,89.00,0.00,89.00,28.00,61.00
SO00755,2023-08-07,P002,R02,C0170,2,399.00,0.15,678.30,360.00,318.30
SO01539,2023-08-07,P018,R06,C0082,2,89.00,0.05,169.10,56.00,113.10
SO02786,2023-08-07,P001,R05,C0058,1,699.00,0.00,699.00,320.00,379.00
SO03146,2023-08-07,P006,R01,C0076,3,179.00,0.15,456.45,165.00,291.45
SO03433,2023-08-07,P004,R07,C0074,2,1899.00,0.10,3418.20,1960.00,1458.20
SO01451,2023-08-08,P013,R01,C0152,5,329.00,0.00,1645.00,550.00,1095.00
SO02072,2023-08-08,P007,R08,C0056,1,129.00,0.10,116.10,42.00,74.10
SO02294,2023-08-08,P008,R03,C0012,1,299.00,0.15,254.15,95.00,159.15
SO00508,2023-08-09,P013,R04,C0021,4,329.00,0.20,1052.80,440.00,612.80
SO00800,2023-08-09,P005,R07,C0008,1,89.00,0.00,89.00,28.00,61.00
SO01092,2023-08-09,P006,R08,C0003,1,179.00,0.05,170.05,55.00,115.05
SO01234,2023-08-09,P014,R05,C0059,1,499.00,0.00,499.00,180.00,319.00
SO01318,2023-08-09,P020,R01,C0051,2,29.00,0.00,58.00,16.00,42.00
SO02214,2023-08-09,P011,R07,C0071,4,39.00,0.00,156.00,48.00,108.00
SO02550,2023-08-09,P002,R08,C0072,4,399.00,0.00,1596.00,720.00,876.00
SO02552,2023-08-09,P012,R01,C0173,5,49.00,0.15,208.25,70.00,138.25
SO00229,2023-08-10,P018,R08,C0151,2,89.00,0.10,160.20,56.00,104.20
SO01256,2023-08-10,P009,R06,C0129,1,99.00,0.10,89.10,34.00,55.10
SO01776,2023-08-10,P016,R08,C0045,8,95.00,0.00,760.00,240.00,520.00
SO01967,2023-08-10,P012,R03,C0129,1,49.00,0.15,41.65,14.00,27.65
SO02856,2023-08-10,P016,R05,C0089,2,95.00,0.05,180.50,60.00,120.50
SO03248,2023-08-10,P017,R07,C0125,1,199.00,0.05,189.05,65.00,124.05
SO03419,2023-08-10,P020,R06,C0021,2,29.00,0.00,58.00,16.00,42.00
SO00072,2023-08-11,P013,R04,C0014,2,329.00,0.05,625.10,220.00,405.10
SO00211,2023-08-11,P012,R01,C0138,2,49.00,0.00,98.00,28.00,70.00
SO00866,2023-08-11,P009,R05,C0090,4,99.00,0.00,396.00,136.00,260.00
SO01310,2023-08-11,P003,R02,C0134,3,1199.00,0.05,3417.15,1920.00,1497.15
SO02864,2023-08-11,P007,R05,C0152,1,129.00,0.05,122.55,42.00,80.55
SO03352,2023-08-11,P014,R03,C0153,2,499.00,0.10,898.20,360.00,538.20
SO00311,2023-08-12,P011,R01,C0023,1,39.00,0.10,35.10,12.00,23.10
SO00831,2023-08-12,P014,R01,C0102,2,499.00,0.00,998.00,360.00,638.00
SO02041,2023-08-12,P014,R05,C0104,5,499.00,0.00,2495.00,900.00,1595.00
SO03083,2023-08-12,P017,R08,C0051,2,199.00,0.00,398.00,130.00,268.00
SO03408,2023-08-12,P020,R05,C0024,2,29.00,0.00,58.00,16.00,42.00
SO02704,2023-08-13,P011,R01,C0156,4,39.00,0.20,124.80,48.00,76.80
